,win,one1,one2,one3,one4,one5,two1,two2,two3,two4,two5
12117,0,Sion,Malphite,Vex,Jhin,Morgana,Tryndamere,Jax,Anivia,MissFortune,Swain
12118,1,Camille,Zac,Orianna,Tristana,Nautilus,Garen,Hecarim,Kassadin,Twitch,Karma
12119,1,Malphite,Jax,Taliyah,KogMaw,Velkoz,Darius,Kindred,Talon,Tristana,Nautilus
12120,0,Kled,Rengar,Rell,Samira,Akali,Darius,Zac,Twitch,KogMaw,Morgana
12121,0,Irelia,Diana,Lux,Lucian,Pyke,Illaoi,Udyr,Brand,TahmKench,Senna
12122,0,Jax,MasterYi,Akali,Vladimir,Brand,Yone,FiddleSticks,Veigar,Kaisa,Lux
12123,1,Gwen,Shaco,Malzahar,Samira,Thresh,Riven,Viego,Lux,Jhin,Senna
12124,1,Olaf,Sejuani,Heimerdinger,Senna,Lux,Kayle,Volibear,Ahri,Caitlyn,Zyra
12125,0,Garen,Lillia,Ekko,MissFortune,Sona,Darius,Kindred,Ahri,Caitlyn,Soraka
12126,1,Katarina,Khazix,Ezreal,Yuumi,Kayle,Draven,TwistedFate,Pyke,Ornn,Ekko
12127,0,Darius,Rengar,Katarina,Kaisa,FiddleSticks,Yorick,MasterYi,Zed,Jinx,Lux
12128,1,Mordekaiser,Rammus,Jhin,Aphelios,Thresh,Sion,MonkeyKing,Heimerdinger,Vayne,Pyke
12129,1,Riven,MasterYi,Zed,Vayne,Senna,Olaf,MonkeyKing,Heimerdinger,Veigar,Alistar
12130,0,Shen,MasterYi,Garen,Ezreal,Taric,Mordekaiser,Viego,Katarina,Jinx,Brand
12131,1,Chogath,MonkeyKing,Velkoz,Jhin,Taliyah,Aatrox,Viego,Gangplank,Ezreal,Pyke
12132,1,Gangplank,Shaco,Kassadin,Jinx,Lux,Garen,MonkeyKing,Zeri,Kaisa,Blitzcrank
12133,1,Kled,Warwick,Akali,Tristana,Velkoz,Urgot,Khazix,Malzahar,Jinx,Lux
12134,1,Olaf,Shyvana,Garen,Ashe,Lux,Quinn,LeeSin,Orianna,Draven,Thresh
12135,0,Sett,Lillia,Kennen,Tristana,Ashe,Mordekaiser,Udyr,Zed,Karthus,Pyke
12136,1,Mordekaiser,Nidalee,Lucian,Quinn,Xerath,Teemo,Zac,Tristana,Vayne,Blitzcrank
12137,1,Mordekaiser,Trundle,Brand,Vayne,Shen,Chogath,Viego,Azir,MissFortune,Nami
12138,1,Volibear,Kayn,Veigar,Lucian,Nautilus,Mordekaiser,Rammus,Yasuo,Ezreal,Yuumi
12139,0,Volibear,Khazix,Zeri,Ashe,Morgana,Garen,Tryndamere,Ahri,MissFortune,Senna
12140,1,Jax,Nocturne,Kayle,Aphelios,Braum,Mordekaiser,Graves,Katarina,Kaisa,Blitzcrank
12141,1,Sett,Nunu,Veigar,Caitlyn,Blitzcrank,Singed,Volibear,Zilean,MissFortune,Senna
12142,1,Tryndamere,Warwick,Akali,Vayne,Ashe,Mordekaiser,Volibear,Cassiopeia,Kaisa,Lux
12143,1,Nasus,Volibear,Ahri,Tristana,Pyke,Kayle,Taliyah,Neeko,Jinx,Lux
12144,1,Volibear,Kindred,Ahri,Ashe,Swain,Darius,Elise,Zed,Ezreal,Braum
12145,1,Warwick,Khazix,MonkeyKing,Kaisa,Sett,Akali,Kindred,Sylas,Vayne,Soraka
12146,1,Aatrox,Zac,Vladimir,MissFortune,Morgana,Malphite,Sejuani,Viktor,Zeri,Xerath
12147,0,Veigar,Lucian,Kayle,Ziggs,Brand,Fiora,Taliyah,Diana,Jhin,Nautilus
12148,1,Mordekaiser,Shyvana,Lucian,Vayne,Twitch,Rumble,Volibear,Akali,Ezreal,Sett
12149,1,Sion,Ekko,Swain,Caitlyn,Senna,Akshan,Nunu,Kayle,Ashe,Jhin
12150,0,TahmKench,Nunu,Yasuo,Caitlyn,Lux,MasterYi,Kindred,Vex,Jinx,Thresh
12151,1,Warwick,Sejuani,Fizz,Kaisa,Yuumi,Tryndamere,Evelynn,Pantheon,Jhin,Nami
12152,1,Vayne,Mordekaiser,Syndra,Elise,Senna,Olaf,Warwick,Diana,Sivir,Sona
12153,1,Darius,Viego,Anivia,Zed,Brand,Shen,Lillia,Alistar,Samira,Swain
12154,1,Yorick,Vi,Qiyana,Twitch,Brand,Irelia,Warwick,Akali,Samira,Karma
12155,1,Irelia,Olaf,Lux,Samira,Galio,Quinn,Udyr,Katarina,Senna,Lissandra
12156,0,Yorick,Olaf,Tristana,Azir,Soraka,Camille,MonkeyKing,Swain,Twitch,Zyra
12157,1,Ornn,Ekko,Katarina,Vayne,Thresh,Gwen,Nocturne,Kayle,Senna,MasterYi
12158,0,Chogath,Ekko,Katarina,Varus,MissFortune,Sett,MasterYi,Taliyah,Ashe,Thresh
12159,1,Akali,Nocturne,Yasuo,Tristana,Nami,Gangplank,Viego,Qiyana,MissFortune,TwistedFate
12160,1,Olaf,Pantheon,Veigar,Tristana,Brand,Yorick,LeeSin,Malzahar,Jhin,Zyra
12161,0,Mordekaiser,Zac,Xayah,Vayne,Brand,Graves,Taliyah,Chogath,Jhin,Veigar
12162,1,Viego,Hecarim,Zed,Morgana,TahmKench,Sion,Trundle,Swain,Xayah,Pyke
12163,1,Gangplank,Jax,Xerath,Lucian,Janna,Teemo,Shyvana,Yasuo,Jhin,Vex
12164,0,Pantheon,LeeSin,Cassiopeia,MissFortune,Senna,Lillia,MasterYi,AurelionSol,Jhin,Renata
12165,0,Darius,Diana,Taliyah,Jinx,Renata,Teemo,Talon,Katarina,Kaisa,Lulu
12166,0,Cassiopeia,JarvanIV,Katarina,Twitch,Yuumi,Aatrox,Viego,Anivia,Lucian,Nami
12167,0,Darius,Diana,Veigar,Jhin,Sona,Kayle,MonkeyKing,Shyvana,Caitlyn,Senna
12168,0,Rengar,Evelynn,Vex,Xayah,Senna,Sett,Khazix,Fizz,Samira,Xerath
12169,0,Jax,Trundle,Malphite,Kaisa,Nautilus,Riven,Hecarim,Diana,MissFortune,Yuumi
12170,1,Malphite,Volibear,Zoe,Jhin,Ziggs,Yone,Lillia,Karthus,Aphelios,Sona
12171,0,Illaoi,Warwick,Vex,Ezreal,Zyra,Irelia,Ekko,Shen,Twitch,Alistar
12172,0,Gangplank,MonkeyKing,Heimerdinger,Aphelios,Swain,Akali,FiddleSticks,Veigar,Vayne,Senna
12173,1,Kayle,Trundle,Yasuo,Jinx,Blitzcrank,Teemo,Skarner,Renekton,Aphelios,Yuumi
12174,1,Akali,Zac,Veigar,Twitch,Thresh,Gangplank,MasterYi,Ahri,Samira,Soraka
12175,1,Aatrox,Diana,Viktor,Jinx,Renata,Sion,Karthus,Ashe,MissFortune,Blitzcrank
12176,1,Aatrox,Tryndamere,Zed,Ashe,Karma,Volibear,Taliyah,Lillia,Draven,Lux
12177,0,Gangplank,Diana,TwistedFate,Jinx,Nautilus,Akshan,Karthus,Annie,Samira,Leona
12178,1,Shen,Karthus,Yasuo,Jinx,Janna,Jayce,Volibear,Kaisa,Lucian,Pyke
12179,0,Teemo,Khazix,Malzahar,Kaisa,Morgana,Yone,Volibear,Viktor,Samira,Yuumi
12180,0,Lillia,Poppy,Riven,Ezreal,Zyra,Renekton,XinZhao,Corki,Ashe,Nami
12181,0,Akali,Mordekaiser,Sylas,Tristana,Taric,Renekton,JarvanIV,Vex,Lucian,Soraka
12182,1,Shyvana,Warwick,Gangplank,Ezreal,Maokai,Irelia,Kayn,Viktor,Ashe,Pyke
12183,1,DrMundo,Viego,Veigar,Jhin,Lux,Volibear,Lillia,Teemo,Tristana,Senna
12184,0,Olaf,Vi,Viktor,Ezreal,Senna,Sejuani,MonkeyKing,Warwick,Samira,Blitzcrank
12185,1,Malphite,Rengar,Yasuo,Samira,Leona,MonkeyKing,MasterYi,Malzahar,Ezreal,Yuumi
12186,1,Neeko,Trundle,Pantheon,Jinx,Lulu,Kayle,Shaco,Veigar,KogMaw,Zilean
12187,1,Sett,Amumu,Irelia,MissFortune,Velkoz,Garen,Olaf,Yasuo,Kaisa,Swain
12188,0,Gangplank,Volibear,Singed,Vayne,Senna,Rumble,Zac,Katarina,Twitch,Pyke
12189,1,DrMundo,Samira,Ahri,Warwick,Rell,Darius,Mordekaiser,Fizz,Ashe,Alistar
12190,1,Kayle,Rengar,Gangplank,Jinx,Swain,Rumble,Shaco,Yasuo,Samira,Rell
12191,0,Lillia,Ekko,Zed,Vayne,Nautilus,Yone,Shyvana,Lux,Lucian,Braum
12192,0,Tryndamere,Shyvana,Vex,Seraphine,Brand,Shen,Volibear,Kaisa,Tristana,Swain
12193,0,Jax,Warwick,Brand,Caitlyn,Senna,Tryndamere,Udyr,Zac,Draven,Swain
12194,0,Illaoi,MasterYi,Zed,MissFortune,Zyra,Teemo,Skarner,Yasuo,Neeko,Lux
12195,1,Garen,JarvanIV,Yasuo,Lucian,Senna,Ornn,Diana,Kennen,Tristana,Leona
12196,0,Heimerdinger,Shyvana,Yone,Kaisa,Nautilus,Nasus,Nocturne,Ahri,Tristana,Brand
12197,0,Garen,Kindred,Lux,Ashe,Swain,TahmKench,MasterYi,Fizz,Tristana,Rakan
12198,1,LeeSin,Gnar,Viktor,Caitlyn,Morgana,Garen,Olaf,Kennen,Ezreal,Yuumi
12199,0,Jax,Shaco,TahmKench,Lucian,Ashe,Olaf,Mordekaiser,Zed,Sivir,Senna
12200,1,Darius,Warwick,Yasuo,Samira,Taric,Jax,Amumu,Fizz,Vayne,Nautilus
12201,0,Aatrox,Kayn,Vex,Ezreal,Pyke,Renekton,Nocturne,Yone,Jhin,Leona
12202,1,Yasuo,Taliyah,Vladimir,Caitlyn,Alistar,Fiora,Shaco,Zed,Draven,Thresh
12203,1,DrMundo,Viego,Akali,Jhin,Renata,Singed,Shaco,Katarina,Ezreal,Alistar
12204,0,Yone,Evelynn,Taliyah,Samira,Galio,Darius,Hecarim,Anivia,Yasuo,Zac
12205,0,Pantheon,Twitch,Qiyana,MissFortune,Senna,Garen,Graves,Kennen,Ashe,Ekko
12206,1,Teemo,Amumu,Akali,Ezreal,Leona,TahmKench,Kindred,Anivia,Jhin,Karma
12207,0,Ornn,MasterYi,Kassadin,Jhin,Swain,Renekton,Lillia,Ahri,Ezreal,Zyra
12208,0,Kayle,Kindred,Orianna,MissFortune,Senna,Rumble,MonkeyKing,Mordekaiser,Ashe,Leona
12209,1,Mordekaiser,Viego,Yasuo,Kaisa,Irelia,Yone,Khazix,Katarina,TahmKench,Senna
12210,0,Pantheon,Diana,Katarina,MissFortune,Alistar,Teemo,Warwick,Swain,Ashe,Lux
12211,1,Gangplank,Trundle,Akali,Samira,Leona,Camille,Graves,Yasuo,Singed,Yuumi
12212,0,Riven,Shyvana,Zed,Ezreal,Nami,Garen,Talon,Yasuo,Ziggs,Veigar
12213,0,Yorick,Diana,Heimerdinger,Draven,Senna,Nasus,Ekko,Quinn,Jinx,Soraka
12214,1,Kayle,Olaf,Akali,Lucian,Lux,Volibear,FiddleSticks,Zed,Jinx,Morgana
12215,1,Pantheon,Warwick,Zed,Jhin,Morgana,TahmKench,Vi,Akali,Caitlyn,Karma
12216,0,DrMundo,MonkeyKing,Vex,Jinx,Sona,Gwen,Hecarim,Malzahar,Sivir,Nami
12217,0,Shen,Skarner,Azir,Sivir,Renata,Singed,Trundle,Swain,Samira,Leona
12218,1,Sett,MasterYi,Taliyah,Lux,Velkoz,Chogath,XinZhao,Vex,Jinx,Soraka
12219,0,Seraphine,Rengar,Malzahar,Samira,Leona,Aatrox,Warwick,MissFortune,Xerath,Shaco
12220,0,Ornn,MonkeyKing,Jhin,Yasuo,Lux,Volibear,Nocturne,Galio,Sivir,Xerath
12221,1,Warwick,LeeSin,Viktor,Aphelios,Soraka,Gangplank,MonkeyKing,Yasuo,Karthus,Pyke
12222,1,Mordekaiser,Taliyah,Yasuo,Twitch,Bard,Darius,Khazix,Kayle,Draven,Swain
12223,1,Darius,Talon,Sylas,Tristana,Leona,Ziggs,Kayn,Lissandra,Jhin,Thresh
12224,1,Kayle,Amumu,Pantheon,Sivir,Velkoz,Irelia,Kayn,Vladimir,Vayne,Morgana
12225,0,Sett,Ekko,Viktor,Samira,Karma,Malphite,LeeSin,Gangplank,MonkeyKing,Senna
12226,0,Garen,Vi,Lux,Jinx,Lulu,Teemo,MonkeyKing,Fizz,Jhin,Zyra
12227,1,Kled,Shaco,Malzahar,Pantheon,Kaisa,Gangplank,Swain,Graves,XinZhao,Jinx
12228,0,Kayle,Renata,Velkoz,Kaisa,Nocturne,Nasus,Kayn,Swain,Twitch,Zyra
12229,0,Sylas,Shaco,Annie,Tristana,Leona,Shen,Kayn,Ezreal,Jhin,Nami
12230,1,Darius,Kayn,Sylas,Kaisa,Nautilus,Trundle,Ekko,Viktor,Caitlyn,Alistar
12231,0,MonkeyKing,MasterYi,Akali,Kaisa,Bard,Sett,Viego,Yasuo,Ezreal,Zilean
12232,0,Riven,Viego,Seraphine,Kaisa,Brand,Poppy,Warwick,Lux,Ezreal,Senna
12233,1,Garen,RekSai,Taliyah,Kaisa,Bard,Rengar,Warwick,Yone,Tristana,Amumu
12234,0,Illaoi,Graves,Zoe,Lucian,Nami,Garen,Rammus,Anivia,MissFortune,Senna
12235,0,Riven,MonkeyKing,Kassadin,Veigar,Teemo,Aatrox,Warwick,Tryndamere,Ashe,Nami
12236,0,Garen,Graves,Lux,Ezreal,Yuumi,Mordekaiser,LeeSin,Akali,Kaisa,Sona
12237,0,Nasus,Shaco,Ahri,Aphelios,Xerath,Teemo,Khazix,Anivia,Jhin,Zyra
12238,1,DrMundo,Teemo,Kassadin,Samira,Malphite,Sett,Lillia,Tristana,Vayne,Lux
12239,0,Chogath,Khazix,Irelia,Jhin,Leona,Fiora,Graves,Akali,Kaisa,Nautilus
12240,1,Jax,Rammus,Ivern,Lucian,Morgana,Neeko,Azir,AurelionSol,Xayah,Pyke
12241,0,Singed,Hecarim,Katarina,Jhin,Lux,Yorick,Evelynn,Swain,Xayah,Yuumi
12242,1,Yorick,Karthus,Yone,Yasuo,Yuumi,Sett,Ornn,Swain,Vayne,Senna
12243,0,Vladimir,MasterYi,Veigar,Vayne,Pyke,Fiora,Hecarim,Katarina,Jhin,Zilean
12244,1,Shen,Volibear,Lux,Tristana,Nami,Mordekaiser,Kindred,Vex,Jhin,Senna
12245,0,Mordekaiser,Poppy,Velkoz,Jhin,Morgana,Trundle,Graves,Anivia,Caitlyn,Nami
12246,0,Karma,Ekko,Anivia,Twitch,Lulu,Illaoi,Morgana,Zed,Irelia,Yuumi
12247,0,Jax,MonkeyKing,Kaisa,Lucian,Sett,Mordekaiser,MasterYi,Malphite,Jhin,Senna
12248,0,Jax,Amumu,Graves,Twitch,Xerath,Jayce,Zac,Yasuo,MissFortune,Soraka
12249,1,Garen,Ekko,TwistedFate,Leona,MissFortune,Vayne,Rammus,Sylas,Jinx,Morgana
12250,0,Sett,Udyr,TwistedFate,Ezreal,Senna,Gnar,Vi,Viktor,Vayne,Swain
12251,0,Teemo,Jax,Vex,Ezreal,Janna,Quinn,Shaco,Swain,Kaisa,Nautilus
12252,0,Kennen,Viego,Pantheon,Varus,Nautilus,Ornn,MasterYi,Gragas,Ashe,Senna
12253,1,Lillia,LeeSin,Pantheon,Sivir,Brand,Teemo,Sejuani,Alistar,Jhin,Karma
12254,1,Trundle,Olaf,Kassadin,Jhin,Thresh,Tristana,Ekko,Lulu,Caitlyn,Sion
12255,1,Fiora,Nocturne,Brand,Ezreal,Veigar,Malphite,MonkeyKing,Neeko,Kaisa,Morgana
12256,1,Garen,Diana,Lux,MissFortune,Blitzcrank,Urgot,XinZhao,AurelionSol,Aphelios,Nautilus
12257,1,Kaisa,Volibear,Swain,DrMundo,Leona,Darius,Sejuani,Velkoz,Ezreal,Senna
12258,1,DrMundo,Khazix,Rumble,Ezreal,Pyke,Singed,Talon,Zed,Karthus,Senna
12259,1,MonkeyKing,MasterYi,Yasuo,Jinx,Thresh,Darius,Viego,Cassiopeia,Lucian,Nami
12260,1,Yorick,MonkeyKing,Brand,Lucian,Quinn,Vayne,Lillia,Ekko,Ashe,Nautilus
12261,1,Shen,MonkeyKing,Xerath,Ashe,Bard,Jax,Olaf,Lux,Lucian,Nami
12262,1,Kayle,Warwick,Taliyah,KogMaw,Lulu,Olaf,Nocturne,Ahri,Jhin,Soraka
12263,1,DrMundo,RekSai,Sylas,Vayne,Nami,Illaoi,Lillia,Chogath,Caitlyn,Nautilus
12264,0,Lillia,Volibear,Yone,Jhin,Zyra,Aatrox,MasterYi,Ziggs,MissFortune,Thresh
12265,1,Illaoi,Graves,Volibear,Ashe,Blitzcrank,Mordekaiser,LeeSin,Lux,Jhin,Karma
12266,0,Riven,Zed,Leblanc,Tristana,Xerath,Yasuo,Gragas,MissFortune,Senna,TahmKench
12267,1,Kayle,Teemo,Malphite,Lucian,Yuumi,Yorick,Zac,Zed,Twitch,Zilean
12268,1,Darius,Talon,Yasuo,Brand,Nautilus,Sett,Graves,Zed,Swain,Senna
12269,0,Jax,Zed,Talon,Kaisa,Twitch,Tryndamere,Nocturne,AurelionSol,Qiyana,Seraphine
12270,1,Yorick,Kayn,Yone,Tristana,Alistar,Nasus,Talon,Viktor,Ashe,Janna
12271,0,Gangplank,Zac,Ahri,Kaisa,Yuumi,Kalista,Khazix,Veigar,Caitlyn,Zyra
12272,1,Samira,Nocturne,Katarina,Caitlyn,Seraphine,Irelia,Kindred,Malzahar,Tristana,Senna
12273,1,Ornn,Kayn,Ahri,MissFortune,Yuumi,Darius,Taliyah,Irelia,Zeri,Sona
12274,0,Heimerdinger,Viego,Ryze,Syndra,Blitzcrank,Darius,MonkeyKing,Fizz,Tristana,Yuumi
12275,1,Camille,MasterYi,Zoe,Tristana,Lux,Fiora,MonkeyKing,Pyke,Lucian,Xerath
12276,1,Gnar,MonkeyKing,Qiyana,Ashe,Yuumi,Kayle,Rammus,Katarina,Seraphine,Senna
12277,1,Neeko,Sejuani,Viktor,Samira,Velkoz,Garen,LeeSin,Xerath,Tristana,Heimerdinger
12278,0,Darius,Kayn,Kayle,Vayne,Rakan,Malphite,Sion,Ziggs,Samira,Nautilus
12279,1,Shen,Hecarim,Ekko,Ashe,Zilean,Garen,XinZhao,Lux,Chogath,Yuumi
12280,0,Garen,Ezreal,Sivir,Amumu,Taric,Riven,Volibear,Sylas,MissFortune,Lux
12281,1,Sion,Shyvana,Yone,Kaisa,Nautilus,Trundle,Ekko,Syndra,Jhin,Senna
12282,1,Garen,Shyvana,Kayle,TahmKench,Senna,Gangplank,Vi,Ekko,Ezreal,Renata
12283,0,DrMundo,Kindred,Brand,Tristana,Karthus,Gangplank,MonkeyKing,Swain,MissFortune,Leona
12284,0,Teemo,Nocturne,Ahri,Xayah,RekSai,Volibear,Twitch,Xerath,Kaisa,Senna
12285,1,Darius,Khazix,Katarina,Samira,Blitzcrank,Vayne,Rengar,Zyra,Lux,Leona
12286,0,Sett,Nocturne,Sylas,Lucian,Yuumi,Kayle,MasterYi,Karma,Kaisa,Alistar
12287,1,Sion,MasterYi,Yasuo,Lucian,Leblanc,Kayle,MonkeyKing,Ekko,Draven,Brand
12288,1,Darius,Trundle,Akshan,Ashe,Seraphine,Gwen,Udyr,Zoe,Xayah,Rakan
12289,1,Darius,Diana,Ahri,Jhin,Veigar,TahmKench,Nunu,Malzahar,Ezreal,Seraphine
12290,0,MonkeyKing,JarvanIV,Veigar,Jhin,Lux,Fiora,Shyvana,Teemo,Tristana,Brand
12291,0,Darius,Khazix,Zoe,Kaisa,Veigar,Teemo,MasterYi,Yasuo,Vayne,Lux
12292,1,Mordekaiser,Khazix,Xerath,Vayne,Rammus,Darius,Rengar,Qiyana,Ashe,Velkoz
12293,1,Garen,Shaco,MasterYi,Jhin,Bard,Teemo,FiddleSticks,Cassiopeia,Caitlyn,Seraphine
12294,0,Yone,MonkeyKing,Fizz,Draven,Nautilus,Garen,Nocturne,Annie,MissFortune,Morgana
12295,1,DrMundo,Ivern,Lillia,Jinx,Senna,Mordekaiser,Evelynn,Ahri,Ashe,Lux
12296,1,Morgana,Sion,Tryndamere,Lucian,Lulu,Kayle,Kayn,Yasuo,Xayah,Lux
12297,1,MonkeyKing,Taliyah,Zed,Ashe,Rell,Camille,Kindred,Kassadin,Lucian,Nami
12298,0,Aatrox,Rengar,Ekko,Twitch,Nami,Gnar,Graves,Viktor,Kaisa,Senna
12299,1,Yorick,Kayn,Malphite,Ezreal,Xerath,Gnar,Lillia,Vex,Draven,Zyra
12300,0,Kayle,Volibear,Caitlyn,Ashe,Senna,Illaoi,Kindred,Katarina,Ezreal,Brand
12301,1,Urgot,Shaco,Yone,Jinx,Seraphine,Kled,Volibear,Gangplank,Samira,Xerath
12302,0,Nautilus,Ekko,Yasuo,MissFortune,Bard,Darius,Zac,Katarina,Caitlyn,Sett
12303,0,Kayle,MasterYi,Ahri,Samira,Ashe,Gangplank,Rengar,Malzahar,Kaisa,Thresh
12304,1,Olaf,MasterYi,Lissandra,Caitlyn,Morgana,Riven,Volibear,Lux,Ezreal,Rakan
12305,0,Aatrox,XinZhao,Vex,Senna,Braum,Chogath,FiddleSticks,Malzahar,Samira,Rell
12306,0,Camille,Gangplank,LeeSin,Ashe,Nautilus,Alistar,MonkeyKing,Vladimir,Ezreal,Lux
12307,1,Garen,Graves,Kassadin,Kaisa,Karma,Sett,LeeSin,Kayle,Draven,Swain
12308,1,Garen,MasterYi,Kassadin,Lucian,Nami,Gnar,Kayn,Malzahar,Caitlyn,Janna
12309,1,Darius,Nocturne,Kassadin,MissFortune,JarvanIV,Kennen,Warwick,Orianna,Lucian,Lux
12310,0,Tryndamere,Ashe,Qiyana,MissFortune,Velkoz,Darius,MonkeyKing,Ekko,Jinx,Xerath
12311,1,Darius,Kayn,Akali,MissFortune,Sona,Mordekaiser,Sett,Veigar,Jinx,Leona
12312,1,Jax,Volibear,Yone,Kaisa,Nami,Graves,Hecarim,Swain,Ashe,Ahri
12313,1,Sett,MasterYi,Cassiopeia,MissFortune,Lillia,Garen,JarvanIV,Yasuo,Ezreal,Ashe
12314,1,Karthus,Rammus,Taliyah,Kaisa,Ashe,DrMundo,Viego,Yasuo,Ziggs,Pyke
12315,0,Shen,Ekko,Sylas,Twitch,Nautilus,Skarner,MonkeyKing,Caitlyn,Varus,Soraka
12316,1,Shen,Zed,Azir,Renata,Samira,Yone,Warwick,Chogath,Veigar,Lux
12317,0,Darius,Viego,Fizz,Jhin,Soraka,Vayne,Nunu,Viktor,Ezreal,Sona
12318,0,Tryndamere,Twitch,Galio,Corki,Swain,Irelia,Mordekaiser,Syndra,Jhin,Senna
12319,1,Darius,LeeSin,Seraphine,Ezreal,Yuumi,Rumble,Shaco,Zoe,Vayne,Nautilus
12320,0,Garen,Evelynn,Yasuo,Samira,Nautilus,Gangplank,Rammus,Fizz,Ezreal,Blitzcrank
12321,0,Mordekaiser,Warwick,Swain,Twitch,Yuumi,Kled,LeeSin,Karma,Vayne,Morgana
12322,1,Lillia,Olaf,Ashe,Ezreal,Nami,Fiora,Kayn,Syndra,Caitlyn,Lux
12323,1,Fiora,Taliyah,Karma,Twitch,Rakan,Mordekaiser,Viego,Yasuo,KogMaw,Lux
12324,0,Camille,XinZhao,Katarina,Ashe,Karma,Garen,Kayn,Fizz,Lucian,Senna
12325,0,Darius,XinZhao,Fizz,Samira,Nautilus,Yone,Mordekaiser,Swain,Jinx,Senna
12326,1,Gangplank,Shyvana,Sion,Jhin,Rell,Kled,LeeSin,Akshan,Vayne,Yuumi
12327,1,Warwick,Volibear,Vex,Vayne,Senna,Tryndamere,Amumu,Viktor,Jhin,Brand
12328,1,Nasus,Amumu,Qiyana,Samira,Pyke,Garen,Shyvana,Yasuo,Twitch,Senna
12329,1,Mordekaiser,Shyvana,Irelia,Caitlyn,Nautilus,Renekton,Karthus,Morgana,MissFortune,Lux
12330,1,Fiora,Kayn,Yasuo,Ezreal,Lux,Kayle,Olaf,Gangplank,Ashe,Seraphine
12331,0,Qiyana,Khazix,Kayle,Ezreal,Swain,Taliyah,MonkeyKing,Mordekaiser,Twitch,Yuumi
12332,0,Darius,LeeSin,Akali,Lucian,Morgana,Gwen,FiddleSticks,Zed,Ezreal,Lux
12333,1,Sett,Elise,Yone,MissFortune,Maokai,Fiora,LeeSin,Diana,Vayne,Thresh
12334,0,Chogath,Vi,Xerath,Jinx,Janna,Gnar,Ivern,Darius,Caitlyn,Galio
12335,1,Taric,Pantheon,Akali,MissFortune,Lux,Sejuani,Warwick,Taliyah,Tristana,Renata
12336,1,Darius,Talon,Orianna,KogMaw,Nami,Renekton,Warwick,Ahri,Zeri,Senna
12337,0,Olaf,Elise,Ahri,Vayne,TahmKench,Mordekaiser,Kayn,Gangplank,Ashe,Brand
12338,1,Malphite,Vi,Xerath,Zeri,Ashe,Gangplank,Poppy,Veigar,MissFortune,Lux
12339,0,Garen,Rammus,Yasuo,Ezreal,Lux,Sett,Lillia,Galio,Samira,Bard
12340,1,Yasuo,Talon,Malphite,Kaisa,Yuumi,TahmKench,Mordekaiser,Lux,Veigar,Swain
12341,1,Sett,MasterYi,Viktor,Lucian,Alistar,Nasus,Graves,Kaisa,Seraphine,Sona
12342,1,Sett,Lillia,Kaisa,Yone,Lux,Quinn,Nunu,Diana,Vayne,Senna
12343,0,Jax,Ekko,Ahri,Kaisa,Nautilus,Teemo,Lillia,Corki,Ezreal,Janna
12344,1,Yorick,XinZhao,Lux,KogMaw,Morgana,Riven,MonkeyKing,Sylas,Jhin,Lulu
12345,0,Illaoi,Zac,Yasuo,Ezreal,Swain,LeeSin,Viego,Veigar,Caitlyn,Xerath
12346,0,Yorick,Hecarim,Galio,Lucian,Soraka,Nasus,Evelynn,Viktor,Akshan,Sona
12347,1,Nasus,Udyr,Swain,Ashe,Shaco,Yone,Khazix,Neeko,Draven,Bard
12348,1,Quinn,Talon,Malzahar,Jinx,Zyra,Singed,Nocturne,Viktor,Caitlyn,Lux
12349,1,Jayce,Warwick,Malzahar,Jhin,Brand,Sett,Nocturne,Sejuani,Kaisa,Xerath
12350,0,Jayce,Rammus,Ahri,Xayah,Bard,Nasus,Graves,Syndra,Ashe,Lulu
12351,1,Teemo,Nocturne,Yone,Jhin,FiddleSticks,Singed,RekSai,Fizz,Lucian,Sona
12352,1,Shen,XinZhao,Zed,Kaisa,Pyke,Olaf,MonkeyKing,Zoe,Aphelios,Rakan
12353,1,Olaf,Darius,Viktor,Yuumi,Aphelios,Kindred,Sett,Neeko,Swain,Irelia
12354,0,Yone,Rammus,Malphite,Sivir,Yuumi,Chogath,Volibear,Irelia,Kaisa,Thresh
12355,1,Chogath,Pantheon,Ekko,MissFortune,Lulu,Sion,Vi,Kayle,Quinn,Yuumi
12356,0,Garen,Rengar,Viktor,Tristana,Leona,MasterYi,Nocturne,Seraphine,Lucian,Nami
12357,1,Volibear,MonkeyKing,Sylas,Ashe,Yuumi,Gangplank,Nunu,Katarina,Aphelios,Leona
12358,0,Kayle,Graves,Corki,Swain,Chogath,Jayce,MonkeyKing,Veigar,Jinx,Yuumi
12359,0,Malphite,Diana,Taliyah,Lucian,Nami,Lillia,Ekko,Ziggs,Jhin,Senna
12360,0,Trundle,FiddleSticks,Malphite,Vayne,Bard,MonkeyKing,Talon,Katarina,KogMaw,Renata
12361,0,Volibear,Khazix,Kassadin,Xayah,Soraka,Gwen,Graves,Twitch,Fizz,Galio
12362,1,Malphite,Qiyana,Rengar,Neeko,Zyra,Gangplank,Pantheon,Irelia,Malzahar,Veigar
12363,1,Shen,Sejuani,Corki,Ezreal,Zyra,Irelia,FiddleSticks,Orianna,Caitlyn,Zilean
12364,0,Olaf,Darius,Zoe,Samira,Senna,Nunu,Vladimir,Yone,Caitlyn,Xerath
